date,sales
2017-05-14,269.9124
2017-05-15,269.93915
2017-05-16,269.90875
2017-05-17,269.9477
2017-05-18,241.38522
2017-05-19,257.61163
2017-05-20,268.97537
2017-05-21,269.8186
2017-05-22,269.65536
2017-05-23,269.95245
2017-05-24,269.955
2017-05-25,262.69092
2017-05-26,268.84738
2017-05-27,266.9911
2017-05-28,269.92764
2017-05-29,269.84473
2017-05-30,269.94928
2017-05-31,269.9527
2017-06-01,262.10712
2017-06-02,269.68958
2017-06-03,269.73465
2017-06-04,269.6964
2017-06-05,269.9518
2017-06-06,269.9527
2017-06-07,269.9583
2017-06-08,249.1445
2017-06-09,268.2998
2017-06-10,269.8285
2017-06-11,269.9421
2017-06-12,269.8935
2017-06-13,269.95612
2017-06-14,269.95703
2017-06-15,268.951
2017-06-16,269.3358
2017-06-17,269.85373
2017-06-18,269.9145
2017-06-19,269.9201
2017-06-20,269.93915
2017-06-21,269.95712
2017-06-22,257.13644
2017-06-23,264.2572
2017-06-24,269.93207
2017-06-25,269.88385
2017-06-26,269.93213
2017-06-27,269.9572
2017-06-28,269.95792
2017-06-29,268.7664
2017-06-30,269.94363
2017-07-01,269.89346
2017-07-02,269.91168
2017-07-03,269.95685
2017-07-04,269.952
2017-07-05,269.9582
2017-07-06,269.34494
2017-07-07,269.943
2017-07-08,269.9202
2017-07-09,269.88873
2017-07-10,269.95737
2017-07-11,269.9565
2017-07-12,269.95813
2017-07-13,268.28366
2017-07-14,269.88995
2017-07-15,269.89743
2017-07-16,269.9538
2017-07-17,269.94415
2017-07-18,269.95834
2017-07-19,269.95758
2017-07-20,269.17365
2017-07-21,269.9417
2017-07-22,269.9149
2017-07-23,269.94485
2017-07-24,269.95386
2017-07-25,269.9566
2017-07-26,269.95758
2017-07-27,268.95102
2017-07-28,268.41205
2017-07-29,262.5461
2017-07-30,269.52612
2017-07-31,269.89597
2017-08-01,269.94882
2017-08-02,269.93234
2017-08-03,264.25848
2017-08-04,269.09128
2017-08-05,269.75647
2017-08-06,269.09296
2017-08-07,269.90735
2017-08-08,269.9499
2017-08-09,269.9088
2017-08-10,231.93408
2017-08-11,246.01936
2017-08-12,268.91656
2017-08-13,269.81528
2017-08-14,269.575
2017-08-15,269.9234
2017-08-16,269.95123
2017-08-17,244.07889
2017-08-18,267.599
2017-08-19,267.4684
2017-08-20,269.11407
2017-08-21,269.93475
2017-08-22,269.95386
2017-08-23,269.89355
2017-08-24,258.7074
2017-08-25,260.43146
2017-08-26,269.54056
2017-08-27,269.7326
2017-08-28,269.77878
2017-08-29,269.71677
2017-08-30,269.93613
2017-08-31,223.93079
2017-09-01,228.10553
2017-09-02,242.1487
2017-09-03,268.82953
2017-09-04,269.9094
2017-09-05,269.92874
2017-09-06,269.9288
2017-09-07,249.14822
2017-09-08,250.84845
2017-09-09,260.7757
2017-09-10,269.81458
2017-09-11,269.28745
2017-09-12,269.81802
2017-09-13,269.94876
2017-09-14,241.38501
2017-09-15,252.74954
2017-09-16,266.81265
2017-09-17,269.68512
2017-09-18,268.84088
2017-09-19,269.62378
2017-09-20,269.90363
2017-09-21,244.09071
2017-09-22,237.32333
2017-09-23,254.56557
2017-09-24,260.2185
2017-09-25,269.21747
2017-09-26,269.56213
2017-09-27,269.91595
2017-09-28,220.81839
2017-09-29,233.50752
2017-09-30,238.38245
2017-10-01,266.27856
2017-10-02,269.80286
2017-10-03,269.73535
2017-10-04,269.90048
2017-10-05,210.6817
2017-10-06,224.11047
2017-10-07,253.27783
2017-10-08,267.87524
2017-10-09,269.77533
2017-10-10,269.81525
2017-10-11,269.79294
2017-10-12,202.07391
2017-10-13,214.85452
2017-10-14,226.06111
2017-10-15,243.26514
2017-10-16,265.9614
2017-10-17,269.85425
2017-10-18,269.93512
2017-10-19,224.9944
2017-10-20,221.80215
2017-10-21,232.55374
2017-10-22,243.13391
2017-10-23,246.44064
2017-10-24,269.01917
2017-10-25,269.86957
2017-10-26,231.93411
2017-10-27,218.30173
2017-10-28,239.64162
2017-10-29,258.51318
2017-10-30,268.60825
2017-10-31,269.9418
2017-11-01,269.85992
2017-11-02,250.31563
2017-11-03,247.84378
2017-11-04,243.05708
2017-11-05,262.14493
2017-11-06,264.4936
2017-11-07,269.90707
2017-11-08,269.71985
2017-11-09,233.22144
2017-11-10,241.50977
2017-11-11,232.41168
2017-11-12,253.42432
2017-11-13,269.45764
2017-11-14,269.93176
2017-11-15,269.94138
2017-11-16,230.69678
2017-11-17,243.17802
2017-11-18,253.36751
2017-11-19,269.32114
2017-11-20,269.89453
2017-11-21,269.81665
2017-11-22,269.89697
2017-11-23,211.69693
2017-11-24,215.64484
2017-11-25,246.61714
2017-11-26,268.38928
2017-11-27,215.54204
2017-11-28,218.70877
2017-11-29,236.58565
2017-11-30,169.10135
2017-12-01,173.90063
2017-12-02,181.97635
2017-12-03,172.36006
2017-12-04,186.34651
2017-12-05,233.14996
2017-12-06,238.85326
2017-12-07,181.84773
2017-12-08,180.34598
2017-12-09,175.75023
2017-12-10,181.85706
2017-12-11,205.82962
2017-12-12,221.23859
2017-12-13,230.95381
2017-12-14,182.77919
2017-12-15,174.25513
2017-12-16,174.91864
2017-12-17,179.05199
2017-12-18,195.12592
2017-12-19,205.5418
2017-12-20,234.41449
2017-12-21,171.16156
2017-12-22,171.68643
2017-12-23,166.86917
2017-12-24,175.39343
2017-12-25,199.42633
2017-12-26,200.42633
2017-12-27,201.42633
2017-12-28,202.42633
2017-12-29,203.42633
2017-12-30,204.42633
2017-12-31,205.42633
